"ID","LEVEL","SCORE","KILLDEATH","WINRATIO","PLAYTIME","MOST1","tear","attack","defence","charge","support","group","heaven"
"HuckleberryP",260,3144,1.89,58,4,"Mercy","diamond",0,0,0,1,"support","yes"
"baume",145,3144,2.58,57,4,"Zarya","diamond",0,0,1,0,"charge","yes"
"»Ø»ßºñ",494,3144,1.1,71,4,"Ana","diamond",0,0,0,1,"support","yes"
"¿ä¸£",768,3144,2.94,44,4,"McCree","diamond",1,0,0,0,"attack","yes"
"·ç±Û¸®",340,3144,3.22,44,4,"Zarya","diamond",0,0,1,0,"charge","yes"
"church",256,3144,1.79,54,5,"Tracer","diamond",1,0,0,0,"attack","yes"
"GroovyBaby",234,3144,2.41,32,5,"Ana","diamond",0,0,0,1,"support","yes"
"»ó·Ï½ÃÆ¼",647,3144,2,44,4,"Reinhardt","diamond",0,0,1,0,"charge","yes"
"á³êÅ",580,3144,3.71,43,5,"Ana","diamond",0,0,0,1,"support","yes"
"SONIC",405,3144,2.78,59,5,"Ana","diamond",0,0,0,1,"support","yes"
"ÈúµüÀÌ",160,3144,4.4,63,5,"Soldier: 76","diamond",1,0,0,0,"attack","yes"
"´ÙÈÄ´Ï",415,3144,3.09,76,5,"Mercy","diamond",0,0,0,1,"support","yes"
"Å¹µû±¸¸®",223,3144,1.78,58,5,"Ana","diamond",0,0,0,1,"support","yes"
"Nijio",1109,3144,2.73,64,6,"Ana","diamond",0,0,0,1,"support","yes"
"²Ú²Ú",474,3144,1.65,56,6,"Ana","diamond",0,0,0,1,"support","yes"
"¿¹»ÛºÎ·¹¿ÁÀá",396,3144,2.89,61,6,"Genji","diamond",1,0,0,0,"attack","yes"
"Erion",376,3144,1.6,59,6,"Winston","diamond",0,0,1,0,"charge","yes"
"±èµµÇü",304,3144,2.08,59,6,"Ana","diamond",0,0,0,1,"support","yes"
"±è¼±Çõ¹ú·¹",504,3144,1.88,47,6,"D.Va","diamond",0,0,1,0,"charge","yes"
"Cytus",317,3144,2.9,43,6,"Zarya","diamond",0,0,1,0,"charge","yes"
"¿øÅ³",498,3144,2.87,68,6,"Hanzo","diamond",0,1,0,0,"defence","yes"
"½ÅÇõ",220,3144,2.23,54,7,"Ana","diamond",0,0,0,1,"support","yes"
"Liline",620,3144,1.49,60,6,"Ana","diamond",0,0,0,1,"support","yes"
"LUCIO",588,3144,1.82,44,6,"McCree","diamond",1,0,0,0,"attack","yes"
"Bluebird",433,3144,2,43,7,"Ana","diamond",0,0,0,1,"support","yes"
"¾Æ½´¶ó¸¶·ç",172,3144,1.56,61,7,"Lucio","diamond",0,0,0,1,"support","yes"
"»ç¸·¿©¿ì",391,3144,2.49,22,7,"Soldier: 76","diamond",1,0,0,0,"attack","yes"
"µş·©ÀÌ",557,3144,2.26,49,8,"Lucio","diamond",0,0,0,1,"support","yes"
"ÇÏ¾ß¹ÌÄ«³ªµ¥",131,3144,1.78,49,8,"Genji","diamond",1,0,0,0,"attack","yes"
"Minkyu",215,3144,2.34,53,9,"Hanzo","diamond",0,1,0,0,"defence","yes"
"±èÇöÁÖ",205,3144,0.48,60,8,"Winston","diamond",0,0,1,0,"charge","yes"
"¼ö¸é",480,3144,2.22,57,8,"Widowmaker","diamond",0,1,0,0,"defence","yes"
"¾ö»óÇö",54,3144,3.68,63,8,"McCree","diamond",1,0,0,0,"attack","yes"
"µé°Å´Ï",655,3144,2.57,64,9,"Winston","diamond",0,0,1,0,"charge","yes"
"³»Ã´Ãß´ÂÀÚ»ı",365,3144,2.49,52,10,"Genji","diamond",1,0,0,0,"attack","yes"
"HAYA",85,3144,3.1,63,9,"Genji","diamond",1,0,0,0,"attack","yes"
"sunnychip",365,3144,2.5,45,9,"Zarya","diamond",0,0,1,0,"charge","yes"
"±è¹Ş",341,3144,2.32,43,9,"Mercy","diamond",0,0,0,1,"support","yes"
"¾ğ´õ¿öÄ¡",430,3144,3.19,50,10,"Winston","diamond",0,0,1,0,"charge","yes"
"Wutan",298,3144,1.53,61,10,"Ana","diamond",0,0,0,1,"support","yes"
"UnKNOWN",327,3144,3.27,49,9,"D.Va","diamond",0,0,1,0,"charge","yes"
"Odin",188,3144,2.99,62,10,"Mercy","diamond",0,0,0,1,"support","yes"
"Angie",637,3144,1.99,55,11,"Winston","diamond",0,0,1,0,"charge","yes"
"³ª¿¬",234,3144,3.09,51,9,"Ana","diamond",0,0,0,1,"support","yes"
"ÀÏ¶ó",454,3144,1.74,63,9,"Winston","diamond",0,0,1,0,"charge","yes"
"GenTWiHanSom",212,3144,2.64,63,12,"Zarya","diamond",0,0,1,0,"charge","yes"
"¼¼¹ÙÀÇ¿À¹ö¿öÄ¡",252,3144,2.08,48,11,"McCree","diamond",1,0,0,0,"attack","yes"
"zxczxc",468,3144,1.48,55,12,"Ana","diamond",0,0,0,1,"support","yes"
"½Ã¸àÆ®¶ó",531,3144,1.6,55,12,"Ana","diamond",0,0,0,1,"support","yes"
"¾Æ¼ö¶ó",248,3144,2.02,41,13,"Ana","diamond",0,0,0,1,"support","yes"
"¹æ±¸ÀïÀÌ²Ç²ÇÀÌ",689,3144,0.87,51,13,"Junkrat","diamond",0,1,0,0,"defence","yes"
"ÀÓÁ¾Çö",416,3144,2.55,51,14,"Zarya","diamond",0,0,1,0,"charge","yes"
"¿°º¸¼º",599,3144,2.03,51,13,"Genji","diamond",1,0,0,0,"attack","yes"
"ÇãÂùÇõ",750,3144,2.75,47,14,"Ana","diamond",0,0,0,1,"support","yes"
"Â¡Â¯ÀÌÃÖ°í½Ã´Ù",635,3144,1.94,49,13,"Ana","diamond",0,0,0,1,"support","yes"
"¼Ò¸£",454,3144,2.02,52,15,"Mercy","diamond",0,0,0,1,"support","yes"
"NANA",86,3144,0.23,46,15,"Genji","diamond",1,0,0,0,"attack","yes"
"±èÈñ¿õ",703,3144,2.46,51,15,"Hanzo","diamond",0,1,0,0,"defence","yes"
"°ÕÁö´ÂÀÚ½Å°¨",199,3144,2.12,41,15,"McCree","diamond",1,0,0,0,"attack","yes"
"WINGO",273,3144,2.63,40,15,"McCree","diamond",1,0,0,0,"attack","yes"
"Loki",609,3144,2.29,53,16,"Zarya","diamond",0,0,1,0,"charge","yes"
"¶óÀÓµ¥ÀÌ",549,3144,2.72,52,17,"Zarya","diamond",0,0,1,0,"charge","yes"
"Àººñ",279,3144,2.41,50,16,"D.Va","diamond",0,0,1,0,"charge","yes"
"Å°Ã÷³×",232,3144,2.34,52,18,"Ana","diamond",0,0,0,1,"support","yes"
"¹Ú±ÔÅÂ",1075,3144,2.16,47,17,"Ana","diamond",0,0,0,1,"support","yes"
"ÀÕ½ÃÅ°È÷¿ä¸®",712,3144,1.9,49,19,"Genji","diamond",1,0,0,0,"attack","yes"
"ÀÕÈ÷",680,3144,2.48,47,18,"Tracer","diamond",1,0,0,0,"attack","yes"
"diab12",668,3144,2.95,56,19,"Zarya","diamond",0,0,1,0,"charge","yes"
"·Î¸®¶û±î±Ã",386,3144,2.23,52,16,"Genji","diamond",1,0,0,0,"attack","yes"
"ALLSTAR",407,3144,3.08,41,20,"Mercy","diamond",0,0,0,1,"support","yes"
"¸Ú³²µåÄ«",819,3144,2.14,61,21,"McCree","diamond",1,0,0,0,"attack","yes"
"ÇĞÀ×ÀÌ",656,3144,2.38,51,22,"McCree","diamond",1,0,0,0,"attack","yes"
"Á¶¿µ¿î",305,3144,2.46,55,23,"Ana","diamond",0,0,0,1,"support","yes"
"KAIDEN",155,3144,2.47,52,28,"Symmetra","diamond",0,0,0,1,"support","yes"
"orac1e",725,3144,2.28,50,28,"Ana","diamond",0,0,0,1,"support","yes"
"Pray",454,3144,2.13,51,32,"Mercy","diamond",0,0,0,1,"support","yes"
"Lilac",634,3144,2.26,47,38,"Zarya","diamond",0,0,1,0,"charge","yes"
"Àåµ¿°Ç",995,3144,2.34,55,38,"McCree","diamond",1,0,0,0,"attack","yes"
"¾ä¾ä",327,3144,1.11,53,41,"Tracer","diamond",1,0,0,0,"attack","yes"
"¾ÄÆ÷·Õ",306,3144,2.31,49,41,"Lucio","diamond",0,0,0,1,"support","yes"
"Revenge",691,3144,1.93,50,43,"Mei","diamond",0,1,0,0,"defence","yes"
"¼¶ÁøÂ¯",1212,3144,0.99,47,57,"Mercy","diamond",0,0,0,1,"support","yes"
"SCV",566,3143,2.3,49,61,"Soldier: 76","diamond",1,0,0,0,"attack","yes"
"È°ÀïÀÌÇÑÁ¶¿Àºü",469,3143,1.47,20,1,"Tracer","diamond",1,0,0,0,"attack","yes"
"³Ä³Å",423,3143,1.76,50,1,"Genji","diamond",1,0,0,0,"attack","yes"
"±Ãµğ",254,3143,1.17,22,2,"Genji","diamond",1,0,0,0,"attack","yes"
"¸ğÀÌ¶û",246,3143,2.41,20,1,"McCree","diamond",1,0,0,0,"attack","yes"
"ÄÚÄ«Äİ¶ó",203,3143,2.11,40,1,"Lucio","diamond",0,0,0,1,"support","yes"
"±¹³»»ê¹ãÅç",194,3143,4.49,60,1,"Doomfist","diamond",1,0,0,0,"attack","yes"
"Bumwc",191,3143,1.87,78,2,"Lucio","diamond",0,0,0,1,"support","yes"
"Blues",188,3143,1.79,60,1,"Junkrat","diamond",0,1,0,0,"defence","yes"
"Çã¼¼Áø",176,3143,0.21,50,1,"Ana","diamond",0,0,0,1,"support","yes"
"²ô¾²",165,3143,2.08,40,1,"Tracer","diamond",1,0,0,0,"attack","yes"
"SNIPER",153,3143,1.94,50,1,"Tracer","diamond",1,0,0,0,"attack","yes"
"SHIA",49,3143,1.98,60,1,"Tracer","diamond",1,0,0,0,"attack","yes"
"genji",475,3143,2.77,50,1,"Junkrat","diamond",0,1,0,0,"defence","yes"
"¿¬¿ì",454,3143,2.11,64,1,"Soldier: 76","diamond",1,0,0,0,"attack","yes"
"³Ê¿Í³ªÀÇ°ø°£",361,3143,2.44,45,1,"Soldier: 76","diamond",1,0,0,0,"attack","yes"
"BREATHTAKER",331,3143,2.23,55,1,"Genji","diamond",1,0,0,0,"attack","yes"
"TORS",311,3143,3.15,36,2,"Widowmaker","diamond",0,1,0,0,"defence","yes"
"GOAKDK",246,3143,2.34,45,2,"Reaper","diamond",1,0,0,0,"attack","yes"
"ÇÏÃ÷³×¹ÌÄí",198,3143,1.38,36,1,"Roadhog","diamond",0,0,1,0,"charge","yes"
"°«À§ÇÑ",124,3143,3.23,55,2,"Doomfist","diamond",1,0,0,0,"attack","yes"
"¿ì¸®¾î¸Ó´Ï",526,3143,0.32,64,2,"Mercy","diamond",0,0,0,1,"support","yes"
"°¨»çÀÇÀÎ»ç",642,2703,2.53,51,33,"Mercy","platinum",0,0,0,1,"support","yes"
"seojanggun",406,2703,2.62,49,33,"Mercy","platinum",0,0,0,1,"support","yes"
"ÀÇ¸®ÇÏ¸£Æ®",534,2703,2.82,56,34,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"Misery",785,2703,2.34,55,33,"Ana","platinum",0,0,0,1,"support","yes"
"Àå±º",828,2703,2.15,52,40,"Zarya","platinum",0,0,1,0,"charge","yes"
"¹İÂ¦ÀÌ´Â¿µ¿õ",440,2703,1.97,54,38,"D.Va","platinum",0,0,1,0,"charge","yes"
"Èò»ç¸·¸ÅÈ­",529,2703,2.97,54,45,"Ana","platinum",0,0,0,1,"support","yes"
"GUCCI",427,2703,2.03,47,47,"Ana","platinum",0,0,0,1,"support","yes"
"¾Æ¸ÓÅ·",888,2703,2.9,51,47,"Mercy","platinum",0,0,0,1,"support","yes"
"Impact",237,2703,2.39,53,48,"Tracer","platinum",1,0,0,0,"attack","yes"
"ÇÜº¸Ä®¼ö°¡¾÷¼­",953,2703,2.47,50,67,"Tracer","platinum",1,0,0,0,"attack","yes"
"ÇªÇª¸°",615,2703,2.02,52,86,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"°âµôÀÌ",383,2702,0.28,60,2,"Genji","platinum",1,0,0,0,"attack","yes"
"KkyudingZ",348,2702,1.39,40,1,"Zenyatta","platinum",0,0,0,1,"support","yes"
"³ª¾î¶§Áø¸®",319,2702,1.35,50,2,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"¸®ÇÎÀÌºê",318,2702,2.61,60,1,"Ana","platinum",0,0,0,1,"support","yes"
"PLUTO",291,2702,2.14,30,1,"Genji","platinum",1,0,0,0,"attack","yes"
"vooliv",282,2702,2.01,70,2,"Ana","platinum",0,0,0,1,"support","yes"
"David",254,2702,2.38,60,1,"Lucio","platinum",0,0,0,1,"support","yes"
"ºÎµÎÀü»ç",251,2702,2.16,40,1,"Genji","platinum",1,0,0,0,"attack","yes"
"¹ÚÁØÇü",243,2702,0.94,10,1,"Mercy","platinum",0,0,0,1,"support","yes"
"paskran",242,2702,3.97,80,2,"Tracer","platinum",1,0,0,0,"attack","yes"
"KRW",239,2702,2.32,70,2,"Ana","platinum",0,0,0,1,"support","yes"
"Hex4gonal",232,2702,1.79,30,1,"Lucio","platinum",0,0,0,1,"support","yes"
"ÁøÁØÇü",224,2702,1.78,20,1,"Genji","platinum",1,0,0,0,"attack","yes"
"µÎ·ç",223,2702,3.62,80,1,"Zarya","platinum",0,0,1,0,"charge","yes"
"º¼·ıÀ»³ô¿©¶ó",207,2702,1.62,40,1,"Hanzo","platinum",0,1,0,0,"defence","yes"
"Á¸¸®",181,2702,1.78,22,1,"Zarya","platinum",0,0,1,0,"charge","yes"
"SAMSUNG",148,2702,1.69,70,1,"McCree","platinum",1,0,0,0,"attack","yes"
"¿Àºí¸®ºñ",136,2702,1.64,40,2,"Zenyatta","platinum",0,0,0,1,"support","yes"
"±è¿õ",126,2702,5.39,89,2,"Ana","platinum",0,0,0,1,"support","yes"
"¿Àºü",120,2702,4.42,44,2,"McCree","platinum",1,0,0,0,"attack","yes"
"DIO",114,2702,2.79,60,2,"Ana","platinum",0,0,0,1,"support","yes"
"Àª½º",101,2702,1.42,67,1,"Zarya","platinum",0,0,1,0,"charge","yes"
"¿µ¿õ",101,2702,2.18,30,1,"Hanzo","platinum",0,1,0,0,"defence","yes"
"À±Ä¡¿õ",85,2702,0.7,20,1,"Winston","platinum",0,0,1,0,"charge","yes"
"Çàº¹ÇÑ¹ÙÁö",65,2702,2.22,40,1,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"ÀÎ»ı",382,2702,3.39,60,1,"Lucio","platinum",0,0,0,1,"support","yes"
"Àü¼³",377,2702,2.91,64,2,"McCree","platinum",1,0,0,0,"attack","yes"
"ISAAC",356,2702,1.95,45,1,"Winston","platinum",0,0,1,0,"charge","yes"
"±Ù´Ş",298,2702,1.75,18,2,"McCree","platinum",1,0,0,0,"attack","yes"
"Marbling",275,2702,2.5,45,2,"Pharah","platinum",1,0,0,0,"attack","yes"
"º°³¶",262,2702,1.64,55,2,"McCree","platinum",1,0,0,0,"attack","yes"
"josung123",247,2702,2.3,45,2,"McCree","platinum",1,0,0,0,"attack","yes"
"º°ÁßÀÇº°¹®º°",170,2702,1.57,27,2,"Ana","platinum",0,0,0,1,"support","yes"
"¼Ò¹æÂ÷´©³ª",141,2702,1.26,45,2,"Genji","platinum",1,0,0,0,"attack","yes"
"¾Æ¸¶³ëÈ÷¹ÙÅ°¸®",121,2702,3.56,70,1,"Ana","platinum",0,0,0,1,"support","yes"
"ÀÌ¹ü±âÂ¯",112,2702,2.81,64,2,"Ana","platinum",0,0,0,1,"support","yes"
"ÇÏ¸®º¸Â¯Â¯¸ÀÀÖ¾û",804,2702,3.3,45,2,"Mercy","platinum",0,0,0,1,"support","yes"
"ÇÎÀÎ",426,2702,2.17,36,2,"Ana","platinum",0,0,0,1,"support","yes"
"¿ì¿µÁØ",421,2702,1.9,50,2,"Reaper","platinum",1,0,0,0,"attack","yes"
"ºÎÆò±¸¾Ï»ı¼º±â",400,2702,1.29,33,1,"Genji","platinum",1,0,0,0,"attack","yes"
"JuBer",329,2702,2.69,67,2,"Genji","platinum",1,0,0,0,"attack","yes"
"Magot",310,2702,1.52,36,1,"Mercy","platinum",0,0,0,1,"support","yes"
"½Ã³ª¸ó",299,2702,1.16,36,2,"Ana","platinum",0,0,0,1,"support","yes"
"ÁøºÎ·ÉÅä¹ÚÀÌ",284,2702,3.3,58,2,"Roadhog","platinum",0,0,1,0,"charge","yes"
"µµ°ø",263,2702,2.49,55,2,"Mercy","platinum",0,0,0,1,"support","yes"
"coal",262,2702,2.89,36,1,"Ana","platinum",0,0,0,1,"support","yes"
"À§Ã¢ÀÎ»ı",259,2702,2.38,50,2,"Ana","platinum",0,0,0,1,"support","yes"
"½Åµé¸°¼Ö·Î",209,2702,2.43,42,1,"Ana","platinum",0,0,0,1,"support","yes"
"Æ®·¹ÀÌ¼­",460,2702,3.4,75,2,"Zarya","platinum",0,0,1,0,"charge","yes"
"°í±Ş½Ã°è",267,2702,2.43,75,2,"Pharah","platinum",1,0,0,0,"attack","yes"
"±è¼±»ı",149,2702,3,58,1,"Ana","platinum",0,0,0,1,"support","yes"
"°ÇÀüÇÑ¹èÆ²ÅÂ±×",143,2702,2.52,31,2,"Tracer","platinum",1,0,0,0,"attack","yes"
"°«µ¿ÇÑ",143,2702,1.67,50,2,"Ana","platinum",0,0,0,1,"support","yes"
"°í¼öÇ®ÀÙ",142,2702,2.39,42,1,"McCree","platinum",1,0,0,0,"attack","yes"
"QQQ",56,2702,1.28,46,2,"Genji","platinum",1,0,0,0,"attack","yes"
"º§Å©¶ó³Ú",44,2702,2.04,33,3,"Genji","platinum",1,0,0,0,"attack","yes"
"Adoong",956,2702,2.39,62,2,"Winston","platinum",0,0,1,0,"charge","yes"
"Áö¼®µğ´ö",477,2702,2.19,54,2,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"Á¤¹Î",409,2702,2.23,58,2,"Soldier: 76","platinum",1,0,0,0,"attack","yes"
"Á¶°³¹ç",328,2702,1.78,36,2,"Ana","platinum",0,0,0,1,"support","yes"
"ÀÌ³ë",80,2702,2.24,29,2,"Genji","platinum",1,0,0,0,"attack","yes"
"³ìÂ÷°¡¾²´Ù",68,2702,1.63,29,2,"Mercy","platinum",0,0,0,1,"support","yes"
"»çÀå´Ô",410,2702,2.78,57,2,"Widowmaker","platinum",0,1,0,0,"defence","yes"
"½Ã°øÁÁ¾Æ",356,2702,2.3,53,2,"Winston","platinum",0,0,1,0,"charge","yes"
"³ëÀÎ",302,2702,2.75,40,3,"Winston","platinum",0,0,1,0,"charge","yes"
"nayeon",257,2702,3.33,60,2,"McCree","platinum",1,0,0,0,"attack","yes"
"µ¹¼è",253,2702,2.21,50,3,"Genji","platinum",1,0,0,0,"attack","yes"
"Bewhy",142,2702,2.43,33,2,"McCree","platinum",1,0,0,0,"attack","yes"
"²È°¡¶÷",137,2702,3.74,60,2,"Genji","platinum",1,0,0,0,"attack","yes"
"TicTecTok",966,2702,2.08,40,2,"Ana","platinum",0,0,0,1,"support","yes"
"¹Ì³çÀÌ",483,2702,2.17,38,3,"Genji","platinum",1,0,0,0,"attack","yes"
"ÇÁ·Î½ºÆ®",226,2702,2.04,33,3,"Ana","platinum",0,0,0,1,"support","yes"
"hellow",117,2702,1.47,44,2,"Ana","platinum",0,0,0,1,"support","yes"
"°í±Ş½Ã°è",562,2702,3.5,81,2,"McCree","platinum",1,0,0,0,"attack","yes"
"Å«¿õ",551,2702,2.43,59,3,"Ana","platinum",0,0,0,1,"support","yes"
"ÇÒ¾Æ¹öÁö",382,2702,2.09,65,3,"McCree","platinum",1,0,0,0,"attack","yes"
"ÇÇÀÚ",305,2702,2.98,53,3,"Winston","platinum",0,0,1,0,"charge","yes"
"DafftyDill",263,2702,1.72,59,3,"Ana","platinum",0,0,0,1,"support","yes"
"¼û°ÜÁøÆ®·Ñ",232,2702,2.52,41,3,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"¹ß±×¹Ì",232,2702,3.26,76,2,"Winston","platinum",0,0,1,0,"charge","yes"
"¼ÛÁöÈ¿",221,2702,1.58,59,2,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"FeelGaRy",138,2702,2.36,59,3,"Zarya","platinum",0,0,1,0,"charge","yes"
"¸¶°¨¿Õ",502,2702,2.14,71,3,"Lucio","platinum",0,0,0,1,"support","yes"
"¾ç¸ŞµñÀÇÄ¡·á½Ç",448,2702,0.96,29,3,"Zarya","platinum",0,0,1,0,"charge","yes"
"Hoppin",313,2702,2.72,61,3,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"¼öºÎºùÀÇ",293,2702,1.37,35,3,"McCree","platinum",1,0,0,0,"attack","yes"
"À§µµ¿ì¿øÃ¨",277,2702,3.62,65,3,"Zenyatta","platinum",0,0,0,1,"support","yes"
"Æé½Ã",253,2702,3.06,88,3,"Ana","platinum",0,0,0,1,"support","yes"
"Æé½Ã",253,2702,2.52,56,2,"McCree","platinum",1,0,0,0,"attack","yes"
"ÀÏ³â¸¸ÀÇÈŞ½Ä",167,2702,2.58,67,3,"Zarya","platinum",0,0,1,0,"charge","yes"
"ÆÄÀÌ¸®",164,2702,0.21,44,3,"Ana","platinum",0,0,0,1,"support","yes"
"Â”Âî",133,2702,3.64,67,2,"Tracer","platinum",1,0,0,0,"attack","yes"
"LUNY",489,2702,1.73,42,3,"Zarya","platinum",0,0,1,0,"charge","yes"
"½ÃÃ¢¸í",447,2702,2.07,29,4,"Mercy","platinum",0,0,0,1,"support","yes"
"¹ÚÇö¹Î",429,2702,1.99,47,3,"Winston","platinum",0,0,1,0,"charge","yes"
"º°³É",351,2702,2.16,42,3,"Mercy","platinum",0,0,0,1,"support","yes"
"°í¸±¶ó",314,2702,3.52,68,3,"Ana","platinum",0,0,0,1,"support","yes"
"¿îÁÁÀº¿Ã»©¹Ì",671,2702,1.06,25,3,"Genji","platinum",1,0,0,0,"attack","yes"
"ÇÑÃ¢±Ô",480,2702,1.76,42,3,"Junkrat","platinum",0,1,0,0,"defence","yes"
"¼ö½Å",425,2702,1.4,40,3,"Junkrat","platinum",0,1,0,0,"defence","yes"
"Æ¶·¹ÀÌ¼­",352,2702,2.49,70,3,"Genji","platinum",1,0,0,0,"attack","yes"
"¿ÀÄ«¹Ì",274,2702,1.84,40,3,"Ana","platinum",0,0,0,1,"support","yes"
"ÀÌÁß³ª¼±Äá³ª¹°",271,2702,1.68,50,3,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"°Ü·é",216,2702,2.38,60,3,"Zarya","platinum",0,0,1,0,"charge","yes"
"·¹ÀÏ¸®",479,2702,4.21,57,4,"D.Va","platinum",0,0,1,0,"charge","yes"
"BattleOoze",450,2702,2.73,50,3,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"ROKE",337,2702,1.95,60,4,"Tracer","platinum",1,0,0,0,"attack","yes"
"»ÍÀÌ¿¡»Í",291,2702,2.27,62,3,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"Showbiz",264,2702,4,62,4,"Roadhog","platinum",0,0,1,0,"charge","yes"
"ÀÌ¼º·ÏÁ¸³ªÀß»ı±è",216,2702,2.16,57,4,"Winston","platinum",0,0,1,0,"charge","yes"
"honor",91,2702,1.5,48,3,"Ana","platinum",0,0,0,1,"support","yes"
"À¯Àç¼®",1085,2702,2.58,57,3,"Hanzo","platinum",0,1,0,0,"defence","yes"
"heevolisee",539,2702,1.95,41,3,"Zenyatta","platinum",0,0,0,1,"support","yes"
"DepthC",479,2702,1.57,67,4,"Hanzo","platinum",0,1,0,0,"defence","yes"
"±è¼¼Á¤",469,2702,2.53,43,4,"D.Va","platinum",0,0,1,0,"charge","yes"
"Nasle",452,2702,2.44,52,4,"Ana","platinum",0,0,0,1,"support","yes"
"ÃÊÄÚ¿ìÀ¯",308,2702,2.04,57,4,"Genji","platinum",1,0,0,0,"attack","yes"
"¹ÚºÎÃá",232,2702,1.98,43,3,"Soldier: 76","platinum",1,0,0,0,"attack","yes"
"UMM",156,2702,2.86,59,3,"Pharah","platinum",1,0,0,0,"attack","yes"
"¼Õ±Ç",122,2702,3.26,55,4,"McCree","platinum",1,0,0,0,"attack","yes"
"¿À¸®",462,2702,2.19,55,4,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"ÃÊ·®»ç½Å",455,2702,1.94,39,4,"McCree","platinum",1,0,0,0,"attack","yes"
"±èÄ¡¸Ç",435,2702,2.11,55,4,"Genji","platinum",1,0,0,0,"attack","yes"
"°ú¸Ş±â",396,2702,2.19,33,4,"Hanzo","platinum",0,1,0,0,"defence","yes"
"¼û°ÜÁøÀÀ°¡",129,2702,2.67,57,4,"Mercy","platinum",0,0,0,1,"support","yes"
"°­¾¾È£ÀûÆÄÀÓ",114,2702,1.55,45,4,"McCree","platinum",1,0,0,0,"attack","yes"
"À¸±¸À¸±¸Èş",33,2702,2.28,55,4,"D.Va","platinum",0,0,1,0,"charge","yes"
"Devil",554,2702,2.13,38,4,"Ana","platinum",0,0,0,1,"support","yes"
"CHROME",539,2702,1.74,65,4,"Genji","platinum",1,0,0,0,"attack","yes"
"ª¿ª±ªÍª³",421,2702,2.12,50,4,"Genji","platinum",1,0,0,0,"attack","yes"
"Pato",358,2702,1.73,43,4,"Tracer","platinum",1,0,0,0,"attack","yes"
"Á¢À½",350,2702,2.8,57,4,"Lucio","platinum",0,0,0,1,"support","yes"
"»ç³É²Û",144,2702,2.37,65,4,"Ana","platinum",0,0,0,1,"support","yes"
"°¡°á",546,2702,1.56,44,4,"Ana","platinum",0,0,0,1,"support","yes"
"shield",491,2702,1.44,50,4,"Lucio","platinum",0,0,0,1,"support","yes"
"Á¨¾ßÅ¸",439,2702,2.27,42,4,"Genji","platinum",1,0,0,0,"attack","yes"
"¸¶µ¿¼®",381,2702,2.32,33,4,"Genji","platinum",1,0,0,0,"attack","yes"
"HWASIN",369,2702,2.56,52,4,"Genji","platinum",1,0,0,0,"attack","yes"
"ÇÁ·Î",360,2702,2.81,60,5,"Winston","platinum",0,0,1,0,"charge","yes"
"ÇÏ³ªµÑ¼Â",82,2702,1.81,63,4,"Ana","platinum",0,0,0,1,"support","yes"
"ÁÖ´ÔÇÑ¸í¶Ç°©´Ï´Ù",368,2702,2.41,50,5,"Winston","platinum",0,0,1,0,"charge","yes"
"³ªµµ",364,2702,2.65,44,4,"Widowmaker","platinum",0,1,0,0,"defence","yes"
"RON",309,2702,2.3,40,4,"Genji","platinum",1,0,0,0,"attack","yes"
"Á¶¼±¿ÕÁ¶½Ç·è»ø·è",179,2702,1.06,42,5,"Mercy","platinum",0,0,0,1,"support","yes"
"À¸ÇãÇãÂSÇë",143,2702,2.55,46,5,"Genji","platinum",1,0,0,0,"attack","yes"
"±è¹ÎÃ¶",58,2702,2.09,31,5,"Pharah","platinum",1,0,0,0,"attack","yes"
"°íÆæ½Ì",310,2702,2.3,67,4,"Genji","platinum",1,0,0,0,"attack","yes"
"¾Æ·Ö³ª¶ó³ª",290,2702,2.84,59,4,"Reinhardt","platinum",0,0,1,0,"charge","yes"
"°ÕÁöÇÏ¸£Æ®",163,2702,2.39,44,4,"Ana","platinum",0,0,0,1,"support","yes"
"Duo",84,2702,2.3,52,5,"Widowmaker","platinum",0,1,0,0,"defence","yes"
"Á¶Ä¿",59,2702,2.71,48,5,"Ana","platinum",0,0,0,1,"support","yes"
"Á¦Ã÷",160,2702,2.35,54,5,"McCree","platinum",1,0,0,0,"attack","yes"
"Äï¿£·ù",61,2702,2.79,61,4,"McCree","platinum",1,0,0,0,"attack","yes"
"ACELUBY",984,2702,2.04,38,5,"Lucio","platinum",0,0,0,1,"support","yes"
"ÇÇÀÚµµ¿ì´ÂÀ§µµ¿ì",493,2702,1.85,48,5,"McCree","platinum",1,0,0,0,"attack","yes"
"±ºÀÎ",402,2702,2.53,55,5,"Mercy","platinum",0,0,0,1,"support","yes"
"°ÕÁö",257,2702,3.26,66,5,"Lucio","platinum",0,0,0,1,"support","yes"
